Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed,,
10/06/2021,Hamilton,2,424,50,"12,453",,
10/07/2021,Hamilton,0,424,71,"12,524",,
10/08/2021,Hamilton,1,425,47,"12,571",,
10/09/2021,Hamilton,1,426,11,"12,582",,
10/10/2021,Hamilton,0,426,17,"12,599",,
10/11/2021,Hamilton,1,427,15,"12,614",,
10/12/2021,Hamilton,2,429,17,"12,631",,
10/13/2021,Hamilton,1,430,30,"12,661",,
10/14/2021,Hamilton,0,430,22,"12,683",,
10/15/2021,Hamilton,4,434,50,"12,733",,
10/16/2021,Hamilton,0,434,58,"12,791",,
10/17/2021,Hamilton,0,434,15,"12,806",,
10/18/2021,Hamilton,1,435,14,"12,820",,
10/19/2021,Hamilton,1,436,24,"12,844",,
10/20/2021,Hamilton,2,438,41,"12,885",,
10/21/2021,Hamilton,0,438,27,"12,912",,
10/22/2021,Hamilton,1,439,52,"12,964",,
10/23/2021,Hamilton,0,439,17,"12,981",,
10/24/2021,Hamilton,0,439,23,"13,004",,
10/25/2021,Hamilton,0,439,8,"13,012",,
10/26/2021,Hamilton,0,439,56,"13,068",,
10/27/2021,Hamilton,3,442,33,"13,101",,
10/28/2021,Hamilton,2,444,33,"13,134",,
10/29/2021,Hamilton,13,457,85,"13,219",,
10/30/2021,Hamilton,1,458,22,"13,241",,
10/31/2021,Hamilton,1,459,21,"13,262",,
11/01/2021,Hamilton,1,460,17,"13,279",,
11/02/2021,Hamilton,3,463,38,"13,317",,
11/03/2021,Hamilton,2,465,38,"13,355",,
11/04/2021,Hamilton,2,467,42,"13,397",,
11/05/2021,Hamilton,1,468,51,"13,448",,
11/06/2021,Hamilton,1,469,48,"13,496",,
11/07/2021,Hamilton,1,470,21,"13,517",,
11/08/2021,Hamilton,2,472,35,"13,552",,
11/09/2021,Hamilton,2,474,41,"13,593",,
11/10/2021,Hamilton,5,479,54,"13,647",,
11/11/2021,Hamilton,2,481,29,"13,676",,
11/12/2021,Hamilton,5,486,67,"13,743",,
11/13/2021,Hamilton,0,486,21,"13,764",,
11/14/2021,Hamilton,1,487,15,"13,779",,
11/15/2021,Hamilton,3,490,14,"13,793",,
11/16/2021,Hamilton,3,493,26,"13,819",,
11/17/2021,Hamilton,4,497,78,"13,897",,
11/18/2021,Hamilton,3,500,41,"13,938",,
11/19/2021,Hamilton,4,504,69,"14,007",,
11/20/2021,Hamilton,2,506,23,"14,030",,
11/21/2021,Hamilton,0,506,26,"14,056",,
11/22/2021,Hamilton,1,507,40,"14,096",,
11/23/2021,Hamilton,1,508,16,"14,112",,
11/24/2021,Hamilton,2,510,61,"14,173",,
11/25/2021,Hamilton,0,510,37,"14,210",,
11/26/2021,Hamilton,0,510,8,"14,218",,
11/27/2021,Hamilton,1,511,19,"14,237",,
11/28/2021,Hamilton,1,512,14,"14,251",,
11/29/2021,Hamilton,1,513,10,"14,261",,
11/30/2021,Hamilton,3,516,44,"14,305",,
12/01/2021,Hamilton,3,519,63,"14,368",,
12/02/2021,Hamilton,6,525,62,"14,430",,
12/03/2021,Hamilton,0,525,44,"14,474",,
12/04/2021,Hamilton,2,527,36,"14,510",,
12/05/2021,Hamilton,0,527,11,"14,521",,
12/06/2021,Hamilton,4,531,37,"14,558",,
12/07/2021,Hamilton,2,533,49,"14,607",,
12/08/2021,Hamilton,6,539,47,"14,654",,
12/09/2021,Hamilton,4,543,27,"14,681",,
12/10/2021,Hamilton,8,551,51,"14,732",,
12/11/2021,Hamilton,6,557,51,"14,783",,
12/12/2021,Hamilton,1,558,13,"14,796",,
12/13/2021,Hamilton,3,561,27,"14,823",,
12/14/2021,Hamilton,2,563,42,"14,865",,
12/15/2021,Hamilton,2,565,46,"14,911",,
12/16/2021,Hamilton,0,565,29,"14,940",,
12/17/2021,Hamilton,8,573,61,"15,001",,
12/18/2021,Hamilton,2,575,35,"15,036",,
12/19/2021,Hamilton,1,576,21,"15,057",,
12/20/2021,Hamilton,1,577,28,"15,085",,
12/21/2021,Hamilton,1,578,10,"15,095",,
12/22/2021,Hamilton,5,583,24,"15,119",,
12/23/2021,Hamilton,1,584,23,"15,142",,
12/24/2021,Hamilton,0,584,25,"15,167",,
12/25/2021,Hamilton,0,584,15,"15,182",,
12/26/2021,Hamilton,0,584,19,"15,201",,
12/27/2021,Hamilton,7,591,21,"15,222",,
03/01/2020,Herkimer,0,0,0,0,,
03/02/2020,Herkimer,0,0,0,0,,
03/03/2020,Herkimer,0,0,0,0,,
03/04/2020,Herkimer,0,0,0,0,,
03/05/2020,Herkimer,0,0,0,0,,
03/06/2020,Herkimer,0,0,0,0,,
03/07/2020,Herkimer,0,0,0,0,,
03/08/2020,Herkimer,0,0,0,0,,
03/09/2020,Herkimer,0,0,0,0,,
03/10/2020,Herkimer,0,0,0,0,,
03/11/2020,Herkimer,0,0,0,0,,
03/12/2020,Herkimer,1,1,1,1,,
03/13/2020,Herkimer,0,1,0,1,,
03/14/2020,Herkimer,0,1,1,2,,
03/15/2020,Herkimer,0,1,0,2,,
03/16/2020,Herkimer,0,1,0,2,,
03/17/2020,Herkimer,0,1,0,2,,
03/18/2020,Herkimer,0,1,1,3,,
03/19/2020,Herkimer,1,2,1,4,,
03/20/2020,Herkimer,1,3,5,9,,
03/21/2020,Herkimer,1,4,10,19,,
03/22/2020,Herkimer,0,4,6,25,,
03/23/2020,Herkimer,0,4,3,28,,
03/24/2020,Herkimer,1,5,5,33,,
03/25/2020,Herkimer,2,7,6,39,,
03/26/2020,Herkimer,2,9,9,48,,
03/27/2020,Herkimer,0,9,8,56,,
03/28/2020,Herkimer,1,10,14,70,,
03/29/2020,Herkimer,2,12,8,78,,
03/30/2020,Herkimer,0,12,1,79,,
03/31/2020,Herkimer,0,12,4,83,,
04/01/2020,Herkimer,2,14,9,92,,
04/02/2020,Herkimer,0,14,19,111,,
04/03/2020,Herkimer,4,18,27,138,,
04/04/2020,Herkimer,4,22,46,184,,
04/05/2020,Herkimer,3,25,23,207,,
04/06/2020,Herkimer,2,27,19,226,,
04/07/2020,Herkimer,2,29,19,245,,
04/08/2020,Herkimer,3,32,44,289,,
04/09/2020,Herkimer,4,36,23,312,,
04/10/2020,Herkimer,1,37,12,324,,
04/11/2020,Herkimer,0,37,11,335,,
04/12/2020,Herkimer,1,38,29,364,,
04/13/2020,Herkimer,1,39,26,390,,
04/14/2020,Herkimer,1,40,9,399,,
04/15/2020,Herkimer,3,43,23,422,,
04/16/2020,Herkimer,3,46,30,452,,
04/17/2020,Herkimer,1,47,18,470,,
04/18/2020,Herkimer,2,49,20,490,,
04/19/2020,Herkimer,0,49,23,513,,
04/20/2020,Herkimer,1,50,7,520,,
04/21/2020,Herkimer,3,53,34,554,,
04/22/2020,Herkimer,1,54,25,579,,
04/23/2020,Herkimer,2,56,27,606,,
04/24/2020,Herkimer,0,56,59,665,,
04/25/2020,Herkimer,1,57,31,696,,
04/26/2020,Herkimer,1,58,26,722,,
04/27/2020,Herkimer,0,58,14,736,,
04/28/2020,Herkimer,0,58,28,764,,
04/29/2020,Herkimer,0,58,28,792,,
04/30/2020,Herkimer,2,60,28,820,,
05/01/2020,Herkimer,1,61,15,835,,
05/02/2020,Herkimer,1,62,29,864,,
05/03/2020,Herkimer,1,63,41,905,,
05/04/2020,Herkimer,4,67,29,934,,
05/05/2020,Herkimer,1,68,66,"1,000",,
05/06/2020,Herkimer,6,74,65,"1,065",,
05/07/2020,Herkimer,2,76,55,"1,120",,
05/08/2020,Herkimer,1,77,43,"1,163",,
05/09/2020,Herkimer,2,79,56,"1,219",,
05/10/2020,Herkimer,2,81,57,"1,276",,
05/11/2020,Herkimer,0,81,42,"1,318",,
05/12/2020,Herkimer,3,84,61,"1,379",,
05/13/2020,Herkimer,2,86,54,"1,433",,
05/14/2020,Herkimer,1,87,49,"1,482",,
05/15/2020,Herkimer,4,91,50,"1,532",,
05/16/2020,Herkimer,0,91,157,"1,689",,
05/17/2020,Herkimer,1,92,68,"1,757",,
05/18/2020,Herkimer,0,92,65,"1,822",,
05/19/2020,Herkimer,1,93,95,"1,917",,
05/20/2020,Herkimer,0,93,60,"1,977",,
05/21/2020,Herkimer,2,95,77,"2,054",,
05/22/2020,Herkimer,5,100,212,"2,266",,
05/23/2020,Herkimer,1,101,143,"2,409",,
05/24/2020,Herkimer,2,103,237,"2,646",,
05/25/2020,Herkimer,0,103,45,"2,691",,
05/26/2020,Herkimer,2,105,328,"3,019",,
05/27/2020,Herkimer,1,106,442,"3,461",,
05/28/2020,Herkimer,1,107,154,"3,615",,
05/29/2020,Herkimer,0,107,332,"3,947",,
05/30/2020,Herkimer,1,108,309,"4,256",,
05/31/2020,Herkimer,1,109,131,"4,387",,
06/01/2020,Herkimer,2,111,186,"4,573",,
06/02/2020,Herkimer,2,113,522,"5,095",,
06/03/2020,Herkimer,0,113,398,"5,493",,
06/04/2020,Herkimer,2,115,334,"5,827",,
06/05/2020,Herkimer,7,122,523,"6,350",,
06/06/2020,Herkimer,1,123,357,"6,707",,
06/07/2020,Herkimer,1,124,377,"7,084",,
06/08/2020,Herkimer,1,125,308,"7,392",,
06/09/2020,Herkimer,0,125,245,"7,637",,
06/10/2020,Herkimer,0,125,295,"7,932",,
06/11/2020,Herkimer,2,127,439,"8,371",,
06/12/2020,Herkimer,1,128,280,"8,651",,
06/13/2020,Herkimer,0,128,275,"8,926",,
06/14/2020,Herkimer,0,128,119,"9,045",,
06/15/2020,Herkimer,0,128,297,"9,342",,
06/16/2020,Herkimer,0,128,208,"9,550",,
06/17/2020,Herkimer,0,128,236,"9,786",,
06/18/2020,Herkimer,3,131,265,"10,051",,
06/19/2020,Herkimer,3,134,334,"10,385",,
06/20/2020,Herkimer,2,136,405,"10,790",,
06/21/2020,Herkimer,1,137,232,"11,022",,
06/22/2020,Herkimer,0,137,146,"11,168",,
06/23/2020,Herkimer,5,142,184,"11,352",,
06/24/2020,Herkimer,1,143,146,"11,498",,
06/25/2020,Herkimer,6,149,161,"11,659",,
06/26/2020,Herkimer,5,154,302,"11,961",,
06/27/2020,Herkimer,4,158,495,"12,456",,
06/28/2020,Herkimer,1,159,189,"12,645",,
06/29/2020,Herkimer,0,159,155,"12,800",,
06/30/2020,Herkimer,3,162,212,"13,012",,
07/01/2020,Herkimer,2,164,201,"13,213",,
07/02/2020,Herkimer,8,172,96,"13,309",,
07/03/2020,Herkimer,0,172,140,"13,449",,
07/04/2020,Herkimer,1,173,371,"13,820",,
07/05/2020,Herkimer,6,179,381,"14,201",,
07/06/2020,Herkimer,2,181,210,"14,411",,
07/07/2020,Herkimer,0,181,182,"14,593",,
07/08/2020,Herkimer,1,182,240,"14,833",,
07/09/2020,Herkimer,2,184,250,"15,083",,
07/10/2020,Herkimer,4,188,213,"15,296",,
07/11/2020,Herkimer,4,192,270,"15,566",,
07/12/2020,Herkimer,1,193,210,"15,776",,
07/13/2020,Herkimer,2,195,327,"16,103",,
07/14/2020,Herkimer,2,197,322,"16,425",,
07/15/2020,Herkimer,5,202,134,"16,559",,
07/16/2020,Herkimer,2,204,263,"16,822",,
07/17/2020,Herkimer,0,204,203,"17,025",,
07/18/2020,Herkimer,2,206,70,"17,095",,
07/19/2020,Herkimer,0,206,92,"17,187",,
07/20/2020,Herkimer,2,208,200,"17,387",,
07/21/2020,Herkimer,3,211,291,"17,678",,
07/22/2020,Herkimer,2,213,248,"17,926",,
07/23/2020,Herkimer,10,223,302,"18,228",,
07/24/2020,Herkimer,1,224,283,"18,511",,
07/25/2020,Herkimer,6,230,242,"18,753",,
07/26/2020,Herkimer,4,234,233,"18,986",,
07/27/2020,Herkimer,2,236,145,"19,131",,
07/28/2020,Herkimer,0,236,178,"19,309",,
07/29/2020,Herkimer,3,239,259,"19,568",,
07/30/2020,Herkimer,0,239,200,"19,768",,
07/31/2020,Herkimer,1,240,244,"20,012",,
08/01/2020,Herkimer,1,241,316,"20,328",,
08/02/2020,Herkimer,5,246,278,"20,606",,
08/03/2020,Herkimer,16,262,410,"21,016",,
08/04/2020,Herkimer,2,264,265,"21,281",,
08/05/2020,Herkimer,4,268,214,"21,495",,
08/06/2020,Herkimer,2,270,218,"21,713",,
08/07/2020,Herkimer,3,273,312,"22,025",,
08/08/2020,Herkimer,1,274,378,"22,403",,
08/09/2020,Herkimer,0,274,279,"22,682",,
08/10/2020,Herkimer,3,277,322,"23,004",,
08/11/2020,Herkimer,0,277,248,"23,252",,
08/12/2020,Herkimer,1,278,213,"23,465",,
08/13/2020,Herkimer,0,278,227,"23,692",,
08/14/2020,Herkimer,4,282,338,"24,030",,
08/15/2020,Herkimer,1,283,430,"24,460",,
08/16/2020,Herkimer,1,284,153,"24,613",,
08/17/2020,Herkimer,0,284,181,"24,794",,
08/18/2020,Herkimer,0,284,167,"24,961",,
08/19/2020,Herkimer,0,284,302,"25,263",,
08/20/2020,Herkimer,5,289,330,"25,593",,
08/21/2020,Herkimer,0,289,378,"25,971",,
08/22/2020,Herkimer,0,289,294,"26,265",,
08/23/2020,Herkimer,0,289,194,"26,459",,
08/24/2020,Herkimer,1,290,175,"26,634",,
08/25/2020,Herkimer,2,292,304,"26,938",,
08/26/2020,Herkimer,2,294,357,"27,295",,
08/27/2020,Herkimer,0,294,263,"27,558",,
08/28/2020,Herkimer,1,295,336,"27,894",,
08/29/2020,Herkimer,2,297,374,"28,268",,
08/30/2020,Herkimer,0,297,308,"28,576",,
08/31/2020,Herkimer,1,298,360,"28,936",,
09/01/2020,Herkimer,5,303,160,"29,096",,
09/02/2020,Herkimer,2,305,257,"29,353",,
09/03/2020,Herkimer,1,306,323,"29,676",,
09/04/2020,Herkimer,0,306,278,"29,954",,
09/05/2020,Herkimer,2,308,345,"30,299",,
09/06/2020,Herkimer,0,308,145,"30,444",,
09/07/2020,Herkimer,0,308,251,"30,695",,
09/08/2020,Herkimer,0,308,117,"30,812",,
09/09/2020,Herkimer,0,308,154,"30,966",,
09/10/2020,Herkimer,4,312,343,"31,309",,
09/11/2020,Herkimer,0,312,454,"31,763",,
09/12/2020,Herkimer,1,313,316,"32,079",,
09/13/2020,Herkimer,0,313,262,"32,341",,
09/14/2020,Herkimer,0,313,236,"32,577",,
09/15/2020,Herkimer,1,314,169,"32,746",,
09/16/2020,Herkimer,2,316,206,"32,952",,
09/17/2020,Herkimer,2,318,280,"33,232",,
09/18/2020,Herkimer,1,319,309,"33,541",,
09/19/2020,Herkimer,2,321,397,"33,938",,
09/20/2020,Herkimer,0,321,316,"34,254",,
09/21/2020,Herkimer,1,322,216,"34,470",,
09/22/2020,Herkimer,5,327,283,"34,753",,
09/23/2020,Herkimer,2,329,218,"34,971",,
09/24/2020,Herkimer,2,331,317,"35,288",,
09/25/2020,Herkimer,3,334,566,"35,854",,
09/26/2020,Herkimer,0,334,304,"36,158",,
09/27/2020,Herkimer,1,335,166,"36,324",,
09/28/2020,Herkimer,2,337,357,"36,681",,
09/29/2020,Herkimer,1,338,235,"36,916",,
09/30/2020,Herkimer,2,340,295,"37,211",,
10/01/2020,Herkimer,2,342,317,"37,528",,
10/02/2020,Herkimer,2,344,616,"38,144",,
10/03/2020,Herkimer,2,346,254,"38,398",,
10/04/2020,Herkimer,2,348,193,"38,591",,
10/05/2020,Herkimer,1,349,253,"38,844",,
10/06/2020,Herkimer,4,353,250,"39,094",,
10/07/2020,Herkimer,2,355,266,"39,360",,
10/08/2020,Herkimer,0,355,259,"39,619",,
10/09/2020,Herkimer,3,358,667,"40,286",,
10/10/2020,Herkimer,1,359,527,"40,813",,
10/11/2020,Herkimer,2,361,298,"41,111",,
10/12/2020,Herkimer,2,363,362,"41,473",,
10/13/2020,Herkimer,0,363,288,"41,761",,
10/14/2020,Herkimer,4,367,307,"42,068",,
10/15/2020,Herkimer,0,367,397,"42,465",,
10/16/2020,Herkimer,1,368,439,"42,904",,
10/17/2020,Herkimer,2,370,301,"43,205",,
10/18/2020,Herkimer,0,370,237,"43,442",,
10/19/2020,Herkimer,1,371,289,"43,731",,
10/20/2020,Herkimer,3,374,404,"44,135",,
10/21/2020,Herkimer,2,376,287,"44,422",,
10/22/2020,Herkimer,4,380,310,"44,732",,
10/23/2020,Herkimer,4,384,509,"45,241",,
10/24/2020,Herkimer,3,387,518,"45,759",,
10/25/2020,Herkimer,2,389,256,"46,015",,
10/26/2020,Herkimer,1,390,262,"46,277",,
10/27/2020,Herkimer,4,394,388,"46,665",,
10/28/2020,Herkimer,0,394,345,"47,010",,
10/29/2020,Herkimer,0,394,338,"47,348",,
10/30/2020,Herkimer,2,396,398,"47,746",,
10/31/2020,Herkimer,3,399,320,"48,066",,
11/01/2020,Herkimer,8,407,238,"48,304",,
11/02/2020,Herkimer,7,414,331,"48,635",,
11/03/2020,Herkimer,4,418,327,"48,962",,
11/04/2020,Herkimer,6,424,493,"49,455",,
11/05/2020,Herkimer,10,434,573,"50,028",,
11/06/2020,Herkimer,9,443,384,"50,412",,
11/07/2020,Herkimer,4,447,471,"50,883",,
11/08/2020,Herkimer,2,449,245,"51,128",,
11/09/2020,Herkimer,12,461,469,"51,597",,
11/10/2020,Herkimer,11,472,439,"52,036",,
11/11/2020,Herkimer,4,476,392,"52,428",,
11/12/2020,Herkimer,4,480,427,"52,855",,
11/13/2020,Herkimer,5,485,401,"53,256",,
11/14/2020,Herkimer,6,491,295,"53,551",,
11/15/2020,Herkimer,13,504,468,"54,019",,
11/16/2020,Herkimer,4,508,284,"54,303",,
11/17/2020,Herkimer,16,524,401,"54,704",,
11/18/2020,Herkimer,13,537,439,"55,143",,
11/19/2020,Herkimer,15,552,364,"55,507",,
11/20/2020,Herkimer,12,564,372,"55,879",,
11/21/2020,Herkimer,11,575,581,"56,460",,
11/22/2020,Herkimer,7,582,439,"56,899",,
11/23/2020,Herkimer,21,603,264,"57,163",,
11/24/2020,Herkimer,13,616,727,"57,890",,
11/25/2020,Herkimer,15,631,440,"58,330",,
11/26/2020,Herkimer,14,645,422,"58,752",,
11/27/2020,Herkimer,19,664,359,"59,111",,
11/28/2020,Herkimer,27,691,450,"59,561",,
11/29/2020,Herkimer,18,709,398,"59,959",,
11/30/2020,Herkimer,22,731,495,"60,454",,
12/01/2020,Herkimer,24,755,556,"61,010",,
12/02/2020,Herkimer,34,789,628,"61,638",,
12/03/2020,Herkimer,33,822,605,"62,243",,
12/04/2020,Herkimer,25,847,587,"62,830",,
12/05/2020,Herkimer,38,885,774,"63,604",,
12/06/2020,Herkimer,32,917,490,"64,094",,
12/07/2020,Herkimer,24,941,296,"64,390",,
12/08/2020,Herkimer,45,986,641,"65,031",,
12/09/2020,Herkimer,34,"1,020",383,"65,414",,
12/10/2020,Herkimer,42,"1,062",593,"66,007",,
12/11/2020,Herkimer,55,"1,117",750,"66,757",,
12/12/2020,Herkimer,46,"1,163",527,"67,284",,
12/13/2020,Herkimer,33,"1,196",547,"67,831",,
12/14/2020,Herkimer,42,"1,238",415,"68,246",,
12/15/2020,Herkimer,41,"1,279",552,"68,798",,
12/16/2020,Herkimer,35,"1,314",520,"69,318",,
12/17/2020,Herkimer,53,"1,367",517,"69,835",,
12/18/2020,Herkimer,34,"1,401",682,"70,517",,
12/19/2020,Herkimer,50,"1,451",788,"71,305",,
12/20/2020,Herkimer,44,"1,495",415,"71,720",,
12/21/2020,Herkimer,46,"1,541",388,"72,108",,
12/22/2020,Herkimer,74,"1,615",716,"72,824",,
12/23/2020,Herkimer,84,"1,699",687,"73,511",,
12/24/2020,Herkimer,65,"1,764",540,"74,051",,
12/25/2020,Herkimer,46,"1,810",566,"74,617",,
12/26/2020,Herkimer,34,"1,844",470,"75,087",,
12/27/2020,Herkimer,62,"1,906",503,"75,590",,
12/28/2020,Herkimer,74,"1,980",541,"76,131",,
12/29/2020,Herkimer,69,"2,049",647,"76,778",,
12/30/2020,Herkimer,89,"2,138",788,"77,566",,
12/31/2020,Herkimer,92,"2,230",883,"78,449",,
01/01/2021,Herkimer,97,"2,327",766,"79,215",,
01/02/2021,Herkimer,80,"2,407",602,"79,817",,
01/03/2021,Herkimer,66,"2,473",412,"80,229",,
01/04/2021,Herkimer,69,"2,542",415,"80,644",,
01/05/2021,Herkimer,104,"2,646",722,"81,366",,
01/06/2021,Herkimer,104,"2,750",648,"82,014",,
01/07/2021,Herkimer,112,"2,862",717,"82,731",,
01/08/2021,Herkimer,94,"2,956",850,"83,581",,
01/09/2021,Herkimer,82,"3,038",989,"84,570",,
01/10/2021,Herkimer,63,"3,101",544,"85,114",,
01/11/2021,Herkimer,81,"3,182",645,"85,759",,
01/12/2021,Herkimer,70,"3,252",509,"86,268",,
01/13/2021,Herkimer,51,"3,303",574,"86,842",,
01/14/2021,Herkimer,120,"3,423","1,073","87,915",,
01/15/2021,Herkimer,62,"3,485","1,057","88,972",,
01/16/2021,Herkimer,43,"3,528",580,"89,552",,
01/17/2021,Herkimer,33,"3,561",466,"90,018",,
01/18/2021,Herkimer,42,"3,603",469,"90,487",,
01/19/2021,Herkimer,79,"3,682",687,"91,174",,
01/20/2021,Herkimer,61,"3,743",806,"91,980",,
01/21/2021,Herkimer,96,"3,839",881,"92,861",,
01/22/2021,Herkimer,57,"3,896",689,"93,550",,
01/23/2021,Herkimer,35,"3,931",800,"94,350",,
01/24/2021,Herkimer,24,"3,955",411,"94,761",,
01/25/2021,Herkimer,28,"3,983",334,"95,095",,
01/26/2021,Herkimer,45,"4,028",410,"95,505",,
01/27/2021,Herkimer,63,"4,091",675,"96,180",,
01/28/2021,Herkimer,56,"4,147",853,"97,033",,
01/29/2021,Herkimer,26,"4,173",707,"97,740",,
01/30/2021,Herkimer,30,"4,203",674,"98,414",,
01/31/2021,Herkimer,25,"4,228",422,"98,836",,
02/01/2021,Herkimer,27,"4,255",330,"99,166",,
02/02/2021,Herkimer,13,"4,268",328,"99,494",,
02/03/2021,Herkimer,14,"4,282",393,"99,887",,
02/04/2021,Herkimer,19,"4,301",563,"100,450",,
02/05/2021,Herkimer,25,"4,326",778,"101,228",,
02/06/2021,Herkimer,21,"4,347",992,"102,220",,
02/07/2021,Herkimer,18,"4,365",549,"102,769",,
02/08/2021,Herkimer,13,"4,378",230,"102,999",,
02/09/2021,Herkimer,14,"4,392",367,"103,366",,
02/10/2021,Herkimer,9,"4,401",787,"104,153",,
02/11/2021,Herkimer,8,"4,409",563,"104,716",,
02/12/2021,Herkimer,14,"4,423",764,"105,480",,
02/13/2021,Herkimer,13,"4,436",643,"106,123",,
02/14/2021,Herkimer,11,"4,447",209,"106,332",,
02/15/2021,Herkimer,13,"4,460",247,"106,579",,
02/16/2021,Herkimer,8,"4,468",340,"106,919",,
02/17/2021,Herkimer,8,"4,476",553,"107,472",,
02/18/2021,Herkimer,13,"4,489",396,"107,868",,
02/19/2021,Herkimer,10,"4,499",582,"108,450",,
02/20/2021,Herkimer,6,"4,505","1,189","109,639",,
02/21/2021,Herkimer,8,"4,513",252,"109,891",,
02/22/2021,Herkimer,8,"4,521",253,"110,144",,
02/23/2021,Herkimer,10,"4,531",409,"110,553",,
02/24/2021,Herkimer,3,"4,534",674,"111,227",,
02/25/2021,Herkimer,5,"4,539",800,"112,027",,
02/26/2021,Herkimer,6,"4,545",719,"112,746",,
02/27/2021,Herkimer,9,"4,554",661,"113,407",,
02/28/2021,Herkimer,7,"4,561",168,"113,575",,
03/01/2021,Herkimer,7,"4,568",173,"113,748",,
03/02/2021,Herkimer,7,"4,575",473,"114,221",,
03/03/2021,Herkimer,3,"4,578",710,"114,931",,
03/04/2021,Herkimer,10,"4,588",680,"115,611",,
03/05/2021,Herkimer,13,"4,601",884,"116,495",,
03/06/2021,Herkimer,8,"4,609",642,"117,137",,
03/07/2021,Herkimer,4,"4,613",227,"117,364",,
03/08/2021,Herkimer,1,"4,614",176,"117,540",,
03/09/2021,Herkimer,7,"4,621",459,"117,999",,
03/10/2021,Herkimer,6,"4,627",724,"118,723",,
03/11/2021,Herkimer,4,"4,631",554,"119,277",,
03/12/2021,Herkimer,7,"4,638",702,"119,979",,
03/13/2021,Herkimer,6,"4,644",815,"120,794",,
03/14/2021,Herkimer,5,"4,649",211,"121,005",,
03/15/2021,Herkimer,6,"4,655",348,"121,353",,
03/16/2021,Herkimer,11,"4,666",585,"121,938",,
03/17/2021,Herkimer,8,"4,674",833,"122,771",,
03/18/2021,Herkimer,4,"4,678",521,"123,292",,
03/19/2021,Herkimer,17,"4,695",873,"124,165",,
03/20/2021,Herkimer,10,"4,705",523,"124,688",,
03/21/2021,Herkimer,6,"4,711",205,"124,893",,
03/22/2021,Herkimer,4,"4,715",362,"125,255",,
03/23/2021,Herkimer,9,"4,724",505,"125,760",,
03/24/2021,Herkimer,3,"4,727",889,"126,649",,
03/25/2021,Herkimer,8,"4,735",819,"127,468",,
03/26/2021,Herkimer,10,"4,745",679,"128,147",,
03/27/2021,Herkimer,9,"4,754",911,"129,058",,
03/28/2021,Herkimer,3,"4,757",214,"129,272",,
03/29/2021,Herkimer,5,"4,762",234,"129,506",,
03/30/2021,Herkimer,10,"4,772",456,"129,962",,
03/31/2021,Herkimer,4,"4,776",870,"130,832",,
04/01/2021,Herkimer,12,"4,788",557,"131,389",,
04/02/2021,Herkimer,9,"4,797",708,"132,097",,
04/03/2021,Herkimer,5,"4,802",741,"132,838",,
04/04/2021,Herkimer,8,"4,810",203,"133,041",,
04/05/2021,Herkimer,4,"4,814",364,"133,405",,
04/06/2021,Herkimer,10,"4,824",477,"133,882",,
04/07/2021,Herkimer,6,"4,830",905,"134,787",,
04/08/2021,Herkimer,6,"4,836",796,"135,583",,
04/09/2021,Herkimer,6,"4,842",576,"136,159",,
04/10/2021,Herkimer,6,"4,848",483,"136,642",,
04/11/2021,Herkimer,8,"4,856",198,"136,840",,
04/12/2021,Herkimer,12,"4,868",453,"137,293",,
04/13/2021,Herkimer,15,"4,883",420,"137,713",,
04/14/2021,Herkimer,13,"4,896",940,"138,653",,
04/15/2021,Herkimer,13,"4,909",765,"139,418",,
04/16/2021,Herkimer,9,"4,918",562,"139,980",,
04/17/2021,Herkimer,12,"4,930",539,"140,519",,
04/18/2021,Herkimer,7,"4,937",191,"140,710",,
04/19/2021,Herkimer,4,"4,941",516,"141,226",,
04/20/2021,Herkimer,5,"4,946",527,"141,753",,
04/21/2021,Herkimer,3,"4,949",826,"142,579",,
04/22/2021,Herkimer,5,"4,954",635,"143,214",,
04/23/2021,Herkimer,4,"4,958",558,"143,772",,
04/24/2021,Herkimer,5,"4,963",694,"144,466",,
04/25/2021,Herkimer,2,"4,965",251,"144,717",,
04/26/2021,Herkimer,2,"4,967",234,"144,951",,
04/27/2021,Herkimer,6,"4,973",350,"145,301",,
04/28/2021,Herkimer,4,"4,977",878,"146,179",,
04/29/2021,Herkimer,10,"4,987",523,"146,702",,
04/30/2021,Herkimer,7,"4,994",636,"147,338",,
05/01/2021,Herkimer,9,"5,003",558,"147,896",,
05/02/2021,Herkimer,8,"5,011",143,"148,039",,
05/03/2021,Herkimer,12,"5,023",383,"148,422",,
05/04/2021,Herkimer,6,"5,029",450,"148,872",,
05/05/2021,Herkimer,12,"5,041",985,"149,857",,
05/06/2021,Herkimer,13,"5,054",488,"150,345",,
05/07/2021,Herkimer,5,"5,059",592,"150,937",,
05/08/2021,Herkimer,10,"5,069",491,"151,428",,
05/09/2021,Herkimer,3,"5,072",211,"151,639",,
05/10/2021,Herkimer,5,"5,077",247,"151,886",,
05/11/2021,Herkimer,10,"5,087",408,"152,294",,
05/12/2021,Herkimer,7,"5,094",969,"153,263",,
05/13/2021,Herkimer,5,"5,099",460,"153,723",,
05/14/2021,Herkimer,3,"5,102",449,"154,172",,
05/15/2021,Herkimer,8,"5,110",699,"154,871",,
05/16/2021,Herkimer,4,"5,114",143,"155,014",,
