Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed,,
04/07/2020,Hamilton,0,2,0,17,,
04/08/2020,Hamilton,1,3,1,18,,
04/09/2020,Hamilton,0,3,0,18,,
04/10/2020,Hamilton,0,3,1,19,,
04/11/2020,Hamilton,0,3,0,19,,
04/12/2020,Hamilton,0,3,1,20,,
04/13/2020,Hamilton,0,3,0,20,,
04/14/2020,Hamilton,0,3,0,20,,
04/15/2020,Hamilton,0,3,0,20,,
04/16/2020,Hamilton,0,3,6,26,,
04/17/2020,Hamilton,0,3,1,27,,
04/18/2020,Hamilton,0,3,1,28,,
04/19/2020,Hamilton,0,3,0,28,,
04/20/2020,Hamilton,0,3,0,28,,
04/21/2020,Hamilton,0,3,1,29,,
04/22/2020,Hamilton,0,3,0,29,,
04/23/2020,Hamilton,0,3,0,29,,
04/24/2020,Hamilton,0,3,3,32,,
04/25/2020,Hamilton,0,3,1,33,,
04/26/2020,Hamilton,0,3,2,35,,
04/27/2020,Hamilton,0,3,1,36,,
04/28/2020,Hamilton,0,3,2,38,,
04/29/2020,Hamilton,0,3,0,38,,
04/30/2020,Hamilton,0,3,2,40,,
05/01/2020,Hamilton,0,3,3,43,,
05/02/2020,Hamilton,0,3,1,44,,
05/03/2020,Hamilton,0,3,2,46,,
05/04/2020,Hamilton,0,3,1,47,,
05/05/2020,Hamilton,2,5,6,53,,
05/06/2020,Hamilton,0,5,0,53,,
05/07/2020,Hamilton,0,5,4,57,,
05/08/2020,Hamilton,0,5,3,60,,
05/09/2020,Hamilton,0,5,1,61,,
05/10/2020,Hamilton,0,5,0,61,,
05/11/2020,Hamilton,0,5,0,61,,
05/12/2020,Hamilton,0,5,6,67,,
05/13/2020,Hamilton,0,5,45,112,,
05/14/2020,Hamilton,0,5,10,122,,
05/15/2020,Hamilton,0,5,34,156,,
05/16/2020,Hamilton,0,5,139,295,,
05/17/2020,Hamilton,0,5,35,330,,
05/18/2020,Hamilton,0,5,2,332,,
05/19/2020,Hamilton,0,5,10,342,,
05/20/2020,Hamilton,0,5,12,354,,
05/21/2020,Hamilton,0,5,8,362,,
05/22/2020,Hamilton,0,5,38,400,,
05/23/2020,Hamilton,0,5,3,403,,
05/24/2020,Hamilton,0,5,3,406,,
05/25/2020,Hamilton,0,5,5,411,,
05/26/2020,Hamilton,0,5,1,412,,
05/27/2020,Hamilton,0,5,3,415,,
05/28/2020,Hamilton,0,5,4,419,,
05/29/2020,Hamilton,0,5,3,422,,
05/30/2020,Hamilton,0,5,22,444,,
05/31/2020,Hamilton,0,5,5,449,,
06/01/2020,Hamilton,0,5,1,450,,
06/02/2020,Hamilton,0,5,2,452,,
06/03/2020,Hamilton,0,5,74,526,,
06/04/2020,Hamilton,0,5,8,534,,
06/05/2020,Hamilton,0,5,7,541,,
06/06/2020,Hamilton,0,5,38,579,,
06/07/2020,Hamilton,0,5,8,587,,
06/08/2020,Hamilton,0,5,4,591,,
06/09/2020,Hamilton,0,5,7,598,,
06/10/2020,Hamilton,0,5,5,603,,
06/11/2020,Hamilton,0,5,13,616,,
06/12/2020,Hamilton,0,5,6,622,,
06/13/2020,Hamilton,1,6,27,649,,
06/14/2020,Hamilton,0,6,12,661,,
06/15/2020,Hamilton,0,6,1,662,,
06/16/2020,Hamilton,0,6,6,668,,
06/17/2020,Hamilton,0,6,12,680,,
06/18/2020,Hamilton,0,6,6,686,,
06/19/2020,Hamilton,0,6,4,690,,
06/20/2020,Hamilton,0,6,57,747,,
06/21/2020,Hamilton,0,6,8,755,,
06/22/2020,Hamilton,0,6,1,756,,
06/23/2020,Hamilton,0,6,7,763,,
06/24/2020,Hamilton,0,6,10,773,,
06/25/2020,Hamilton,0,6,2,775,,
06/26/2020,Hamilton,0,6,3,778,,
06/27/2020,Hamilton,0,6,35,813,,
06/28/2020,Hamilton,0,6,5,818,,
06/29/2020,Hamilton,0,6,6,824,,
06/30/2020,Hamilton,0,6,2,826,,
07/01/2020,Hamilton,0,6,10,836,,
07/02/2020,Hamilton,0,6,13,849,,
07/03/2020,Hamilton,0,6,52,901,,
07/04/2020,Hamilton,0,6,9,910,,
07/05/2020,Hamilton,0,6,8,918,,
07/06/2020,Hamilton,0,6,1,919,,
07/07/2020,Hamilton,0,6,5,924,,
07/08/2020,Hamilton,0,6,3,927,,
07/09/2020,Hamilton,0,6,11,938,,
07/10/2020,Hamilton,0,6,9,947,,
07/11/2020,Hamilton,0,6,3,950,,
07/12/2020,Hamilton,0,6,10,960,,
07/13/2020,Hamilton,0,6,16,976,,
07/14/2020,Hamilton,0,6,85,"1,061",,
07/15/2020,Hamilton,0,6,8,"1,069",,
07/16/2020,Hamilton,0,6,10,"1,079",,
07/17/2020,Hamilton,0,6,9,"1,088",,
07/18/2020,Hamilton,0,6,42,"1,130",,
07/19/2020,Hamilton,0,6,3,"1,133",,
07/20/2020,Hamilton,0,6,6,"1,139",,
07/21/2020,Hamilton,0,6,6,"1,145",,
07/22/2020,Hamilton,0,6,9,"1,154",,
07/23/2020,Hamilton,1,7,23,"1,177",,
07/24/2020,Hamilton,0,7,11,"1,188",,
07/25/2020,Hamilton,0,7,32,"1,220",,
07/26/2020,Hamilton,0,7,37,"1,257",,
07/27/2020,Hamilton,0,7,10,"1,267",,
07/28/2020,Hamilton,0,7,2,"1,269",,
07/29/2020,Hamilton,0,7,4,"1,273",,
07/30/2020,Hamilton,0,7,8,"1,281",,
07/31/2020,Hamilton,0,7,9,"1,290",,
08/01/2020,Hamilton,0,7,8,"1,298",,
08/02/2020,Hamilton,0,7,13,"1,311",,
08/03/2020,Hamilton,0,7,56,"1,367",,
08/04/2020,Hamilton,0,7,17,"1,384",,
08/05/2020,Hamilton,1,8,16,"1,400",,
08/06/2020,Hamilton,0,8,7,"1,407",,
08/07/2020,Hamilton,0,8,7,"1,414",,
08/08/2020,Hamilton,0,8,43,"1,457",,
08/09/2020,Hamilton,0,8,2,"1,459",,
08/10/2020,Hamilton,0,8,5,"1,464",,
08/11/2020,Hamilton,0,8,3,"1,467",,
08/12/2020,Hamilton,0,8,8,"1,475",,
08/13/2020,Hamilton,0,8,17,"1,492",,
08/14/2020,Hamilton,0,8,6,"1,498",,
08/15/2020,Hamilton,3,11,42,"1,540",,
08/16/2020,Hamilton,0,11,1,"1,541",,
08/17/2020,Hamilton,0,11,6,"1,547",,
08/18/2020,Hamilton,0,11,8,"1,555",,
08/19/2020,Hamilton,1,12,46,"1,601",,
08/20/2020,Hamilton,0,12,6,"1,607",,
08/21/2020,Hamilton,0,12,12,"1,619",,
08/22/2020,Hamilton,0,12,10,"1,629",,
08/23/2020,Hamilton,0,12,7,"1,636",,
08/24/2020,Hamilton,1,13,14,"1,650",,
08/25/2020,Hamilton,0,13,6,"1,656",,
08/26/2020,Hamilton,0,13,21,"1,677",,
08/27/2020,Hamilton,1,14,45,"1,722",,
08/28/2020,Hamilton,0,14,19,"1,741",,
08/29/2020,Hamilton,0,14,5,"1,746",,
08/30/2020,Hamilton,0,14,7,"1,753",,
08/31/2020,Hamilton,0,14,9,"1,762",,
09/01/2020,Hamilton,0,14,7,"1,769",,
09/02/2020,Hamilton,0,14,12,"1,781",,
09/03/2020,Hamilton,0,14,33,"1,814",,
09/04/2020,Hamilton,0,14,32,"1,846",,
09/05/2020,Hamilton,0,14,15,"1,861",,
09/06/2020,Hamilton,0,14,6,"1,867",,
09/07/2020,Hamilton,0,14,9,"1,876",,
09/08/2020,Hamilton,0,14,7,"1,883",,
09/09/2020,Hamilton,0,14,8,"1,891",,
09/10/2020,Hamilton,0,14,52,"1,943",,
09/11/2020,Hamilton,0,14,14,"1,957",,
09/12/2020,Hamilton,0,14,7,"1,964",,
09/13/2020,Hamilton,0,14,3,"1,967",,
09/14/2020,Hamilton,0,14,8,"1,975",,
09/15/2020,Hamilton,0,14,5,"1,980",,
09/16/2020,Hamilton,0,14,1,"1,981",,
09/17/2020,Hamilton,0,14,10,"1,991",,
09/18/2020,Hamilton,1,15,40,"2,031",,
09/19/2020,Hamilton,0,15,11,"2,042",,
09/20/2020,Hamilton,0,15,5,"2,047",,
09/21/2020,Hamilton,0,15,13,"2,060",,
09/22/2020,Hamilton,0,15,17,"2,077",,
09/23/2020,Hamilton,0,15,9,"2,086",,
09/24/2020,Hamilton,0,15,41,"2,127",,
09/25/2020,Hamilton,0,15,12,"2,139",,
09/26/2020,Hamilton,0,15,13,"2,152",,
09/27/2020,Hamilton,0,15,5,"2,157",,
09/28/2020,Hamilton,0,15,7,"2,164",,
09/29/2020,Hamilton,0,15,9,"2,173",,
09/30/2020,Hamilton,0,15,9,"2,182",,
10/01/2020,Hamilton,0,15,10,"2,192",,
10/02/2020,Hamilton,0,15,43,"2,235",,
10/03/2020,Hamilton,0,15,12,"2,247",,
10/04/2020,Hamilton,0,15,5,"2,252",,
10/05/2020,Hamilton,0,15,9,"2,261",,
10/06/2020,Hamilton,0,15,12,"2,273",,
10/07/2020,Hamilton,0,15,8,"2,281",,
10/08/2020,Hamilton,0,15,25,"2,306",,
10/09/2020,Hamilton,0,15,25,"2,331",,
10/10/2020,Hamilton,0,15,8,"2,339",,
10/11/2020,Hamilton,0,15,10,"2,349",,
10/12/2020,Hamilton,1,16,14,"2,363",,
10/13/2020,Hamilton,0,16,68,"2,431",,
10/14/2020,Hamilton,0,16,23,"2,454",,
10/15/2020,Hamilton,0,16,24,"2,478",,
10/16/2020,Hamilton,0,16,23,"2,501",,
10/17/2020,Hamilton,0,16,14,"2,515",,
10/18/2020,Hamilton,0,16,19,"2,534",,
10/19/2020,Hamilton,0,16,7,"2,541",,
10/20/2020,Hamilton,0,16,12,"2,553",,
10/21/2020,Hamilton,0,16,23,"2,576",,
10/22/2020,Hamilton,0,16,16,"2,592",,
10/23/2020,Hamilton,0,16,14,"2,606",,
10/24/2020,Hamilton,0,16,5,"2,611",,
10/25/2020,Hamilton,0,16,6,"2,617",,
10/26/2020,Hamilton,0,16,10,"2,627",,
10/27/2020,Hamilton,1,17,18,"2,645",,
10/28/2020,Hamilton,0,17,6,"2,651",,
10/29/2020,Hamilton,1,18,37,"2,688",,
10/30/2020,Hamilton,0,18,33,"2,721",,
10/31/2020,Hamilton,1,19,19,"2,740",,
11/01/2020,Hamilton,0,19,10,"2,750",,
11/02/2020,Hamilton,0,19,18,"2,768",,
11/03/2020,Hamilton,0,19,15,"2,783",,
11/04/2020,Hamilton,0,19,23,"2,806",,
11/05/2020,Hamilton,0,19,34,"2,840",,
11/06/2020,Hamilton,0,19,33,"2,873",,
11/07/2020,Hamilton,0,19,16,"2,889",,
11/08/2020,Hamilton,1,20,18,"2,907",,
11/09/2020,Hamilton,0,20,16,"2,923",,
11/10/2020,Hamilton,0,20,18,"2,941",,
11/11/2020,Hamilton,0,20,29,"2,970",,
11/12/2020,Hamilton,2,22,42,"3,012",,
11/13/2020,Hamilton,3,25,67,"3,079",,
11/14/2020,Hamilton,1,26,15,"3,094",,
11/15/2020,Hamilton,0,26,9,"3,103",,
11/16/2020,Hamilton,0,26,20,"3,123",,
11/17/2020,Hamilton,5,31,90,"3,213",,
11/18/2020,Hamilton,4,35,76,"3,289",,
11/19/2020,Hamilton,0,35,67,"3,356",,
11/20/2020,Hamilton,1,36,17,"3,373",,
11/21/2020,Hamilton,1,37,88,"3,461",,
11/22/2020,Hamilton,2,39,24,"3,485",,
11/23/2020,Hamilton,1,40,26,"3,511",,
11/24/2020,Hamilton,1,41,66,"3,577",,
11/25/2020,Hamilton,1,42,80,"3,657",,
11/26/2020,Hamilton,0,42,116,"3,773",,
11/27/2020,Hamilton,2,44,24,"3,797",,
11/28/2020,Hamilton,1,45,53,"3,850",,
11/29/2020,Hamilton,1,46,18,"3,868",,
11/30/2020,Hamilton,1,47,25,"3,893",,
12/01/2020,Hamilton,2,49,49,"3,942",,
12/02/2020,Hamilton,7,56,116,"4,058",,
12/03/2020,Hamilton,0,56,122,"4,180",,
12/04/2020,Hamilton,4,60,146,"4,326",,
12/05/2020,Hamilton,0,60,61,"4,387",,
12/06/2020,Hamilton,0,60,18,"4,405",,
12/07/2020,Hamilton,0,60,25,"4,430",,
12/08/2020,Hamilton,3,63,73,"4,503",,
12/09/2020,Hamilton,2,65,109,"4,612",,
12/10/2020,Hamilton,3,68,92,"4,704",,
12/11/2020,Hamilton,0,68,21,"4,725",,
12/12/2020,Hamilton,0,68,44,"4,769",,
12/13/2020,Hamilton,0,68,24,"4,793",,
12/14/2020,Hamilton,2,70,27,"4,820",,
12/15/2020,Hamilton,3,73,15,"4,835",,
12/16/2020,Hamilton,2,75,39,"4,874",,
12/17/2020,Hamilton,2,77,114,"4,988",,
12/18/2020,Hamilton,4,81,77,"5,065",,
12/19/2020,Hamilton,1,82,89,"5,154",,
12/20/2020,Hamilton,3,85,14,"5,168",,
12/21/2020,Hamilton,2,87,23,"5,191",,
12/22/2020,Hamilton,3,90,47,"5,238",,
12/23/2020,Hamilton,7,97,141,"5,379",,
12/24/2020,Hamilton,0,97,80,"5,459",,
12/25/2020,Hamilton,1,98,10,"5,469",,
12/26/2020,Hamilton,0,98,12,"5,481",,
12/27/2020,Hamilton,1,99,9,"5,490",,
12/28/2020,Hamilton,0,99,27,"5,517",,
12/29/2020,Hamilton,1,100,37,"5,554",,
12/30/2020,Hamilton,2,102,55,"5,609",,
12/31/2020,Hamilton,10,112,137,"5,746",,
01/01/2021,Hamilton,3,115,11,"5,757",,
01/02/2021,Hamilton,4,119,82,"5,839",,
01/03/2021,Hamilton,1,120,10,"5,849",,
01/04/2021,Hamilton,1,121,18,"5,867",,
01/05/2021,Hamilton,1,122,27,"5,894",,
01/06/2021,Hamilton,2,124,29,"5,923",,
01/07/2021,Hamilton,4,128,77,"6,000",,
01/08/2021,Hamilton,1,129,24,"6,024",,
01/09/2021,Hamilton,3,132,25,"6,049",,
01/10/2021,Hamilton,1,133,38,"6,087",,
01/11/2021,Hamilton,7,140,50,"6,137",,
01/12/2021,Hamilton,1,141,19,"6,156",,
01/13/2021,Hamilton,2,143,18,"6,174",,
01/14/2021,Hamilton,0,143,91,"6,265",,
01/15/2021,Hamilton,2,145,52,"6,317",,
01/16/2021,Hamilton,0,145,15,"6,332",,
01/17/2021,Hamilton,1,146,9,"6,341",,
01/18/2021,Hamilton,0,146,17,"6,358",,
01/19/2021,Hamilton,1,147,18,"6,376",,
01/20/2021,Hamilton,3,150,23,"6,399",,
01/21/2021,Hamilton,11,161,53,"6,452",,
01/22/2021,Hamilton,0,161,26,"6,478",,
01/23/2021,Hamilton,5,166,73,"6,551",,
01/24/2021,Hamilton,0,166,32,"6,583",,
01/25/2021,Hamilton,5,171,29,"6,612",,
01/26/2021,Hamilton,1,172,34,"6,646",,
01/27/2021,Hamilton,22,194,79,"6,725",,
01/28/2021,Hamilton,1,195,36,"6,761",,
01/29/2021,Hamilton,19,214,125,"6,886",,
01/30/2021,Hamilton,0,214,30,"6,916",,
01/31/2021,Hamilton,2,216,29,"6,945",,
02/01/2021,Hamilton,4,220,43,"6,988",,
02/02/2021,Hamilton,1,221,83,"7,071",,
02/03/2021,Hamilton,16,237,85,"7,156",,
02/04/2021,Hamilton,9,246,108,"7,264",,
02/05/2021,Hamilton,4,250,28,"7,292",,
02/06/2021,Hamilton,1,251,22,"7,314",,
02/07/2021,Hamilton,0,251,9,"7,323",,
02/08/2021,Hamilton,3,254,32,"7,355",,
02/09/2021,Hamilton,7,261,29,"7,384",,
02/10/2021,Hamilton,0,261,19,"7,403",,
02/11/2021,Hamilton,3,264,51,"7,454",,
02/12/2021,Hamilton,5,269,44,"7,498",,
02/13/2021,Hamilton,0,269,13,"7,511",,
02/14/2021,Hamilton,1,270,10,"7,521",,
02/15/2021,Hamilton,1,271,27,"7,548",,
02/16/2021,Hamilton,2,273,21,"7,569",,
02/17/2021,Hamilton,2,275,42,"7,611",,
02/18/2021,Hamilton,0,275,29,"7,640",,
02/19/2021,Hamilton,1,276,74,"7,714",,
02/20/2021,Hamilton,0,276,19,"7,733",,
02/21/2021,Hamilton,0,276,7,"7,740",,
02/22/2021,Hamilton,1,277,24,"7,764",,
02/23/2021,Hamilton,0,277,20,"7,784",,
02/24/2021,Hamilton,2,279,19,"7,803",,
02/25/2021,Hamilton,2,281,19,"7,822",,
02/26/2021,Hamilton,1,282,52,"7,874",,
02/27/2021,Hamilton,2,284,16,"7,890",,
02/28/2021,Hamilton,0,284,14,"7,904",,
03/01/2021,Hamilton,1,285,9,"7,913",,
03/02/2021,Hamilton,0,285,30,"7,943",,
03/03/2021,Hamilton,0,285,20,"7,963",,
03/04/2021,Hamilton,0,285,35,"7,998",,
03/05/2021,Hamilton,0,285,38,"8,036",,
03/06/2021,Hamilton,1,286,15,"8,051",,
03/07/2021,Hamilton,0,286,14,"8,065",,
03/08/2021,Hamilton,0,286,28,"8,093",,
03/09/2021,Hamilton,0,286,12,"8,105",,
03/10/2021,Hamilton,1,287,16,"8,121",,
03/11/2021,Hamilton,1,288,39,"8,160",,
03/12/2021,Hamilton,0,288,27,"8,187",,
03/13/2021,Hamilton,0,288,19,"8,206",,
03/14/2021,Hamilton,2,290,22,"8,228",,
03/15/2021,Hamilton,0,290,15,"8,243",,
03/16/2021,Hamilton,0,290,21,"8,264",,
03/17/2021,Hamilton,0,290,22,"8,286",,
03/18/2021,Hamilton,0,290,18,"8,304",,
03/19/2021,Hamilton,0,290,15,"8,319",,
03/20/2021,Hamilton,0,290,15,"8,334",,
03/21/2021,Hamilton,1,291,12,"8,346",,
03/22/2021,Hamilton,0,291,36,"8,382",,
03/23/2021,Hamilton,0,291,21,"8,403",,
03/24/2021,Hamilton,1,292,20,"8,423",,
03/25/2021,Hamilton,0,292,28,"8,451",,
03/26/2021,Hamilton,0,292,25,"8,476",,
03/27/2021,Hamilton,0,292,19,"8,495",,
03/28/2021,Hamilton,1,293,19,"8,514",,
03/29/2021,Hamilton,0,293,13,"8,527",,
03/30/2021,Hamilton,1,294,41,"8,568",,
03/31/2021,Hamilton,0,294,42,"8,610",,
04/01/2021,Hamilton,0,294,28,"8,638",,
04/02/2021,Hamilton,0,294,17,"8,655",,
04/03/2021,Hamilton,0,294,27,"8,682",,
04/04/2021,Hamilton,0,294,6,"8,688",,
04/05/2021,Hamilton,0,294,10,"8,698",,
04/06/2021,Hamilton,0,294,11,"8,709",,
04/07/2021,Hamilton,0,294,23,"8,732",,
04/08/2021,Hamilton,0,294,28,"8,760",,
04/09/2021,Hamilton,2,296,19,"8,779",,
04/10/2021,Hamilton,0,296,16,"8,795",,
04/11/2021,Hamilton,0,296,10,"8,805",,
04/12/2021,Hamilton,2,298,56,"8,861",,
04/13/2021,Hamilton,2,300,20,"8,881",,
04/14/2021,Hamilton,1,301,28,"8,909",,
04/15/2021,Hamilton,0,301,47,"8,956",,
04/16/2021,Hamilton,0,301,25,"8,981",,
04/17/2021,Hamilton,0,301,19,"9,000",,
04/18/2021,Hamilton,0,301,22,"9,022",,
04/19/2021,Hamilton,0,301,22,"9,044",,
04/20/2021,Hamilton,0,301,16,"9,060",,
04/21/2021,Hamilton,0,301,23,"9,083",,
04/22/2021,Hamilton,0,301,19,"9,102",,
04/23/2021,Hamilton,1,302,22,"9,124",,
04/24/2021,Hamilton,0,302,19,"9,143",,
04/25/2021,Hamilton,1,303,26,"9,169",,
04/26/2021,Hamilton,0,303,17,"9,186",,
04/27/2021,Hamilton,0,303,22,"9,208",,
04/28/2021,Hamilton,0,303,25,"9,233",,
04/29/2021,Hamilton,0,303,36,"9,269",,
04/30/2021,Hamilton,0,303,24,"9,293",,
05/01/2021,Hamilton,0,303,25,"9,318",,
05/02/2021,Hamilton,0,303,18,"9,336",,
05/03/2021,Hamilton,0,303,15,"9,351",,
05/04/2021,Hamilton,1,304,23,"9,374",,
05/05/2021,Hamilton,0,304,30,"9,404",,
05/06/2021,Hamilton,0,304,30,"9,434",,
05/07/2021,Hamilton,0,304,21,"9,455",,
05/08/2021,Hamilton,1,305,17,"9,472",,
05/09/2021,Hamilton,0,305,10,"9,482",,
05/10/2021,Hamilton,0,305,8,"9,490",,
05/11/2021,Hamilton,0,305,25,"9,515",,
05/12/2021,Hamilton,2,307,25,"9,540",,
05/13/2021,Hamilton,0,307,18,"9,558",,
05/14/2021,Hamilton,0,307,20,"9,578",,
05/15/2021,Hamilton,0,307,8,"9,586",,
05/16/2021,Hamilton,0,307,8,"9,594",,
05/17/2021,Hamilton,3,310,13,"9,607",,
05/18/2021,Hamilton,2,312,19,"9,626",,
05/19/2021,Hamilton,1,313,19,"9,645",,
05/20/2021,Hamilton,0,313,10,"9,655",,
05/21/2021,Hamilton,0,313,13,"9,668",,
05/22/2021,Hamilton,0,313,9,"9,677",,
05/23/2021,Hamilton,0,313,11,"9,688",,
05/24/2021,Hamilton,0,313,4,"9,692",,
05/25/2021,Hamilton,0,313,8,"9,700",,
05/26/2021,Hamilton,0,313,27,"9,727",,
05/27/2021,Hamilton,0,313,17,"9,744",,
05/28/2021,Hamilton,0,313,11,"9,755",,
05/29/2021,Hamilton,0,313,13,"9,768",,
05/30/2021,Hamilton,0,313,4,"9,772",,
05/31/2021,Hamilton,0,313,3,"9,775",,
06/01/2021,Hamilton,0,313,6,"9,781",,
06/02/2021,Hamilton,0,313,17,"9,798",,
06/03/2021,Hamilton,0,313,21,"9,819",,
06/04/2021,Hamilton,0,313,29,"9,848",,
06/05/2021,Hamilton,0,313,18,"9,866",,
06/06/2021,Hamilton,0,313,3,"9,869",,
06/07/2021,Hamilton,0,313,16,"9,885",,
06/08/2021,Hamilton,0,313,1,"9,886",,
06/09/2021,Hamilton,0,313,18,"9,904",,
06/10/2021,Hamilton,0,313,18,"9,922",,
06/11/2021,Hamilton,0,313,20,"9,942",,
06/12/2021,Hamilton,0,313,6,"9,948",,
06/13/2021,Hamilton,0,313,9,"9,957",,
06/14/2021,Hamilton,0,313,10,"9,967",,
06/15/2021,Hamilton,0,313,11,"9,978",,
06/16/2021,Hamilton,0,313,7,"9,985",,
06/17/2021,Hamilton,0,313,10,"9,995",,
06/18/2021,Hamilton,0,313,9,"10,004",,
06/19/2021,Hamilton,0,313,26,"10,030",,
06/20/2021,Hamilton,0,313,2,"10,032",,
06/21/2021,Hamilton,0,313,6,"10,038",,
06/22/2021,Hamilton,2,315,84,"10,122",,
06/23/2021,Hamilton,0,315,26,"10,148",,
06/24/2021,Hamilton,0,315,21,"10,169",,
06/25/2021,Hamilton,0,315,14,"10,183",,
06/26/2021,Hamilton,0,315,4,"10,187",,
06/27/2021,Hamilton,1,316,6,"10,193",,
06/28/2021,Hamilton,0,316,6,"10,199",,
06/29/2021,Hamilton,0,316,7,"10,206",,
06/30/2021,Hamilton,0,316,7,"10,213",,
07/01/2021,Hamilton,0,316,5,"10,218",,
07/02/2021,Hamilton,0,316,10,"10,228",,
07/03/2021,Hamilton,0,316,4,"10,232",,
07/04/2021,Hamilton,0,316,5,"10,237",,
07/05/2021,Hamilton,0,316,2,"10,239",,
07/06/2021,Hamilton,0,316,5,"10,244",,
07/07/2021,Hamilton,0,316,14,"10,258",,
07/08/2021,Hamilton,0,316,16,"10,274",,
07/09/2021,Hamilton,0,316,20,"10,294",,
07/10/2021,Hamilton,0,316,3,"10,297",,
07/11/2021,Hamilton,0,316,5,"10,302",,
07/12/2021,Hamilton,0,316,3,"10,305",,
07/13/2021,Hamilton,0,316,11,"10,316",,
07/14/2021,Hamilton,0,316,16,"10,332",,
07/15/2021,Hamilton,0,316,13,"10,345",,
07/16/2021,Hamilton,0,316,9,"10,354",,
07/17/2021,Hamilton,0,316,8,"10,362",,
07/18/2021,Hamilton,0,316,7,"10,369",,
07/19/2021,Hamilton,0,316,4,"10,373",,
07/20/2021,Hamilton,0,316,9,"10,382",,
07/21/2021,Hamilton,0,316,10,"10,392",,
07/22/2021,Hamilton,0,316,15,"10,407",,
07/23/2021,Hamilton,0,316,8,"10,415",,
07/24/2021,Hamilton,0,316,14,"10,429",,
07/25/2021,Hamilton,0,316,8,"10,437",,
07/26/2021,Hamilton,0,316,2,"10,439",,
07/27/2021,Hamilton,2,318,7,"10,446",,
07/28/2021,Hamilton,0,318,27,"10,473",,
07/29/2021,Hamilton,0,318,10,"10,483",,
07/30/2021,Hamilton,0,318,19,"10,502",,
07/31/2021,Hamilton,0,318,7,"10,509",,
08/01/2021,Hamilton,0,318,5,"10,514",,
08/02/2021,Hamilton,0,318,12,"10,526",,
08/03/2021,Hamilton,1,319,8,"10,534",,
08/04/2021,Hamilton,1,320,44,"10,578",,
08/05/2021,Hamilton,5,325,35,"10,613",,
08/06/2021,Hamilton,2,327,27,"10,640",,
08/07/2021,Hamilton,0,327,16,"10,656",,
08/08/2021,Hamilton,1,328,8,"10,664",,
08/09/2021,Hamilton,3,331,24,"10,688",,
08/10/2021,Hamilton,1,332,15,"10,703",,
08/11/2021,Hamilton,0,332,28,"10,731",,
08/12/2021,Hamilton,0,332,37,"10,768",,
08/13/2021,Hamilton,3,335,28,"10,796",,
08/14/2021,Hamilton,0,335,19,"10,815",,
08/15/2021,Hamilton,0,335,12,"10,827",,
08/16/2021,Hamilton,0,335,19,"10,846",,
08/17/2021,Hamilton,3,338,12,"10,858",,
08/18/2021,Hamilton,3,341,70,"10,928",,
08/19/2021,Hamilton,2,343,36,"10,964",,
08/20/2021,Hamilton,3,346,67,"11,031",,
08/21/2021,Hamilton,4,350,26,"11,057",,
08/22/2021,Hamilton,1,351,20,"11,077",,
08/23/2021,Hamilton,3,354,19,"11,096",,
08/24/2021,Hamilton,0,354,20,"11,116",,
08/25/2021,Hamilton,0,354,20,"11,136",,
08/26/2021,Hamilton,1,355,33,"11,169",,
08/27/2021,Hamilton,3,358,41,"11,210",,
08/28/2021,Hamilton,0,358,20,"11,230",,
08/29/2021,Hamilton,0,358,12,"11,242",,
08/30/2021,Hamilton,0,358,20,"11,262",,
08/31/2021,Hamilton,3,361,27,"11,289",,
09/01/2021,Hamilton,3,364,22,"11,311",,
09/02/2021,Hamilton,0,364,18,"11,329",,
09/03/2021,Hamilton,4,368,83,"11,412",,
09/04/2021,Hamilton,2,370,11,"11,423",,
09/05/2021,Hamilton,0,370,14,"11,437",,
09/06/2021,Hamilton,12,382,24,"11,461",,
09/07/2021,Hamilton,2,384,72,"11,533",,
09/08/2021,Hamilton,7,391,33,"11,566",,
09/09/2021,Hamilton,4,395,46,"11,612",,
09/10/2021,Hamilton,1,396,25,"11,637",,
09/11/2021,Hamilton,0,396,18,"11,655",,
09/12/2021,Hamilton,0,396,9,"11,664",,
09/13/2021,Hamilton,2,398,38,"11,702",,
09/14/2021,Hamilton,3,401,45,"11,747",,
09/15/2021,Hamilton,2,403,31,"11,778",,
09/16/2021,Hamilton,1,404,41,"11,819",,
09/17/2021,Hamilton,3,407,40,"11,859",,
09/18/2021,Hamilton,0,407,26,"11,885",,
09/19/2021,Hamilton,0,407,19,"11,904",,
09/20/2021,Hamilton,0,407,23,"11,927",,
09/21/2021,Hamilton,1,408,45,"11,972",,
09/22/2021,Hamilton,0,408,32,"12,004",,
09/23/2021,Hamilton,0,408,30,"12,034",,
09/24/2021,Hamilton,1,409,19,"12,053",,
09/25/2021,Hamilton,0,409,20,"12,073",,
09/26/2021,Hamilton,0,409,13,"12,086",,
09/27/2021,Hamilton,3,412,14,"12,100",,
09/28/2021,Hamilton,2,414,37,"12,137",,
09/29/2021,Hamilton,0,414,43,"12,180",,
09/30/2021,Hamilton,0,414,41,"12,221",,
10/01/2021,Hamilton,0,414,51,"12,272",,
10/02/2021,Hamilton,1,415,19,"12,291",,
10/03/2021,Hamilton,0,415,12,"12,303",,
10/04/2021,Hamilton,3,418,43,"12,346",,
10/05/2021,Hamilton,4,422,57,"12,403",,
